Date,Open,High,Low,Close,Adj Close,Volume
3/19/2020,8063.299805,8575.450195,7832.549805,8263.450195,8263.450195,925700
3/20/2020,8284.450195,8883,8178.200195,8745.450195,8745.450195,1071500
3/23/2020,7945.700195,8159.25,7583.600098,7610.25,7610.25,653500
3/24/2020,7848.299805,8036.950195,7511.100098,7801.049805,7801.049805,738400
3/25/2020,7735.149902,8376.75,7714.75,8317.849609,8317.849609,736900
3/26/2020,8451,8749.049805,8304.900391,8641.450195,8641.450195,865600
3/27/2020,8949.099609,9038.900391,8522.900391,8660.25,8660.25,801500
3/30/2020,8385.950195,8576,8244,8281.099609,8281.099609,593300
3/31/2020,8529.349609,8678.299805,8358,8597.75,8597.75,712700
4/1/2020,8584.099609,8588.099609,8198.349609,8253.799805,8253.799805,506300
4/3/2020,8356.549805,8356.549805,8055.799805,8083.799805,8083.799805,697000
4/7/2020,8446.299805,8819.400391,8360.950195,8792.200195,8792.200195,814200
4/8/2020,8688.900391,9131.700195,8653.900391,8748.75,8748.75,896500
4/9/2020,8973.049805,9128.349609,8904.549805,9111.900391,9111.900391,742100
4/13/2020,9103.950195,9112.049805,8912.400391,8993.849609,8993.849609,644000
4/15/2020,9196.400391,9261.200195,8874.099609,8925.299805,8925.299805,879100
4/16/2020,8851.25,9053.75,8821.900391,8992.799805,8992.799805,719400
4/17/2020,9323.450195,9324,9091.349609,9266.75,9266.75,684200
4/20/2020,9390.200195,9390.849609,9230.799805,9261.849609,9261.849609,726400
4/21/2020,9016.950195,9044.400391,8909.400391,8981.450195,8981.450195,655100
4/22/2020,9026.75,9209.75,8946.25,9187.299805,9187.299805,734400
4/23/2020,9232.349609,9343.599609,9170.150391,9313.900391,9313.900391,666700
4/24/2020,9163.900391,9296.900391,9141.299805,9154.400391,9154.400391,659400
4/27/2020,9259.700195,9377.099609,9250.349609,9282.299805,9282.299805,512800
4/28/2020,9389.799805,9404.400391,9260,9380.900391,9380.900391,614500
4/29/2020,9408.599609,9599.849609,9392.349609,9553.349609,9553.349609,653000
4/30/2020,9753.5,9889.049805,9731.5,9859.900391,9859.900391,931200
5/4/2020,9533.5,9533.5,9266.950195,9293.5,9293.5,687500
5/5/2020,9429.400391,9450.900391,9190.75,9205.599609,9205.599609,725200
5/6/2020,9226.799805,9346.900391,9116.5,9270.900391,9270.900391,722200
5/7/2020,9234.049805,9277.849609,9175.900391,9199.049805,9199.049805,708700
5/8/2020,9376.950195,9382.650391,9238.200195,9251.5,9251.5,609100
5/11/2020,9348.150391,9439.900391,9219.950195,9239.200195,9239.200195,704600
5/12/2020,9168.849609,9240.849609,9043.950195,9196.549805,9196.549805,805500
5/13/2020,9584.200195,9584.5,9351.099609,9383.549805,9383.549805,846400
5/14/2020,9213.950195,9281.099609,9119.75,9142.75,9142.75,602600
5/15/2020,9182.400391,9182.400391,9050,9136.849609,9136.849609,575900
5/18/2020,9158.299805,9158.299805,8806.75,8823.25,8823.25,773000
5/19/2020,8961.700195,9030.349609,8855.299805,8879.099609,8879.099609,762200
5/20/2020,8889.150391,9093.799805,8875.349609,9066.549805,9066.549805,622300
5/21/2020,9079.450195,9178.549805,9056.099609,9106.25,9106.25,631500
5/22/2020,9067.900391,9149.599609,8968.549805,9039.25,9039.25,675800
5/26/2020,9099.75,9161.650391,8996.650391,9029.049805,9029.049805,655000
5/27/2020,9082.200195,9334,9004.25,9314.950195,9314.950195,763500
5/28/2020,9364.950195,9511.25,9336.5,9490.099609,9490.099609,837900
5/29/2020,9422.200195,9598.849609,9376.900391,9580.299805,9580.299805,967000
6/1/2020,9726.849609,9931.599609,9706.950195,9826.150391,9826.150391,794200
6/2/2020,9880.849609,9995.599609,9824.049805,9979.099609,9979.099609,770200
6/3/2020,10108.29981,10176.2002,10035.54981,10061.54981,10061.54981,794700
6/4/2020,10054.25,10123.84961,9944.25,10029.09961,10029.09961,775100
6/5/2020,10093.79981,10177.79981,10040.75,10142.15039,10142.15039,987100
6/8/2020,10326.75,10328.5,10120.25,10167.4502,10167.4502,936500
6/9/2020,10181.15039,10291.15039,10021.4502,10046.65039,10046.65039,754200
6/10/2020,10072.59961,10148.75,10036.84961,10116.15039,10116.15039,632400
6/11/2020,10094.09961,10112.04981,9885.049805,9902,9902,715500
6/12/2020,9544.950195,9996.049805,9544.349609,9972.900391,9972.900391,796300
6/15/2020,9919.349609,9943.349609,9726.349609,9813.700195,9813.700195,716100
6/16/2020,10014.79981,10046.15039,9728.5,9914,9914,899900
6/17/2020,9876.700195,10003.59961,9833.799805,9881.150391,9881.150391,685400
6/18/2020,9863.25,10111.2002,9845.049805,10091.65039,10091.65039,622900
6/19/2020,10119,10272.40039,10072.65039,10244.40039,10244.40039,892100
6/22/2020,10318.75,10393.65039,10277.59961,10311.2002,10311.2002,685400
6/23/2020,10347.9502,10484.7002,10301.75,10471,10471,669200
6/24/2020,10529.25,10553.15039,10281.9502,10305.29981,10305.29981,854800
6/25/2020,10235.54981,10361.79981,10194.5,10288.90039,10288.90039,994200
6/26/2020,10378.90039,10409.84961,10311.25,10383,10383,671900
6/29/2020,10311.9502,10337.9502,10223.59961,10312.40039,10312.40039,574500
6/30/2020,10382.59961,10401.04981,10267.34961,10302.09961,10302.09961,556200
7/1/2020,10323.79981,10447.04981,10299.59961,10430.04981,10430.04981,573600
7/2/2020,10493.04981,10598.2002,10485.54981,10551.7002,10551.7002,597400
7/3/2020,10614.9502,10631.29981,10562.65039,10607.34961,10607.34961,525200
7/6/2020,10723.84961,10811.40039,10695.09961,10763.65039,10763.65039,571200
7/7/2020,10802.84961,10813.79981,10689.7002,10799.65039,10799.65039,636800
7/8/2020,10818.65039,10847.84961,10676.54981,10705.75,10705.75,767900
7/9/2020,10755.54981,10836.84961,10733,10813.4502,10813.4502,618700
7/10/2020,10764.09961,10819.40039,10713,10768.04981,10768.04981,590700
7/13/2020,10851.84961,10894.04981,10756.04981,10802.7002,10802.7002,554100
7/14/2020,10750.84961,10755.65039,10562.90039,10607.34961,10607.34961,532400
7/15/2020,10701,10827.4502,10577.75,10618.2002,10618.2002,715900
7/16/2020,10706.2002,10755.29981,10595.2002,10739.9502,10739.9502,694400
7/17/2020,10752,10933.4502,10749.65039,10901.7002,10901.7002,676900
7/20/2020,10999.4502,11037.90039,10953,11022.2002,11022.2002,554300
7/21/2020,11126.09961,11179.54981,11113.25,11162.25,11162.25,772000
7/22/2020,11231.2002,11238.09961,11056.54981,11132.59961,11132.59961,765100
7/23/2020,11135,11239.79981,11103.15039,11215.4502,11215.4502,621600
7/24/2020,11149.9502,11225.40039,11090.29981,11194.15039,11194.15039,678900
7/27/2020,11225,11225,11087.84961,11131.79981,11131.79981,588100
7/28/2020,11154.09961,11317.75,11151.40039,11300.54981,11300.54981,683900
