date,1. open,2. high,3. low,4. close,5. volume
2021-03-19 19:00:00,472.0,472.0,472.0,472.0,200.0
2021-03-19 18:30:00,472.56,472.56,472.01,472.01,653.0
2021-03-19 18:15:00,472.5,472.5,472.5,472.5,100.0
2021-03-19 18:00:00,473.01,473.01,473.01,473.01,220.0
2021-03-19 17:45:00,472.55,474.46,472.55,474.46,2848.0
2021-03-19 17:30:00,473.01,473.01,473.01,473.01,100.0
2021-03-19 17:15:00,473.39,473.45,473.38,473.39,1076.0
2021-03-19 17:00:00,473.05,473.39,473.0,473.39,3970.0
2021-03-19 16:45:00,473.0,474.461,473.0,473.05,50895.0
2021-03-19 16:30:00,474.95,475.49,472.6,472.6,78896.0
2021-03-19 16:15:00,474.46,475.48,472.4,474.46,462983.0
2021-03-19 16:00:00,459.69,476.675,458.46,474.23,1585168.0
2021-03-19 15:45:00,458.49,459.85,457.91,459.765,161822.0
2021-03-19 15:30:00,459.265,460.08,457.67,458.405,109932.0
2021-03-19 15:15:00,463.57,463.57,459.09,459.26,90558.0
2021-03-19 15:00:00,464.21,464.37,462.81,463.555,65990.0
2021-03-19 14:45:00,465.785,466.075,464.16,464.16,45657.0
2021-03-19 14:30:00,466.61,466.735,464.37,465.775,57151.0
2021-03-19 14:15:00,467.71,468.45,465.95,466.93,73221.0
2021-03-19 14:00:00,467.39,468.54,466.7,467.69,62313.0
2021-03-19 13:45:00,466.27,467.405,466.07,467.4,63182.0
2021-03-19 13:30:00,464.91,466.305,464.63,466.305,35864.0
2021-03-19 13:15:00,464.95,465.07,462.93,464.89,49185.0
2021-03-19 13:00:00,464.965,466.0,464.69,464.95,49755.0
2021-03-19 12:45:00,464.135,465.18,464.135,464.85,40621.0
2021-03-19 12:30:00,464.38,464.7637,463.455,464.125,49191.0
2021-03-19 12:15:00,462.59,464.77,462.36,464.535,69680.0
2021-03-19 12:00:00,461.6,462.585,460.54,462.485,38448.0
2021-03-19 11:45:00,459.47,461.9,459.18,461.53,50249.0
2021-03-19 11:30:00,462.405,463.075,456.88,459.68,64920.0
2021-03-19 11:15:00,463.845,464.0,461.8,462.3,38618.0
2021-03-19 11:00:00,461.69,463.99,461.39,463.99,45487.0
2021-03-19 10:45:00,458.47,461.725,456.21,461.72,79478.0
2021-03-19 10:30:00,456.795,459.26,456.08,458.39,101884.0
2021-03-19 10:15:00,458.73,458.73,454.1,456.7,100046.0
2021-03-19 10:00:00,457.405,462.825,456.63,458.73,88625.0
2021-03-19 09:45:00,457.05,462.6742,456.62,457.0901,427807.0
2021-03-19 09:30:00,463.49,463.5,458.48,458.48,6411.0
2021-03-19 09:15:00,466.6,466.6,464.0,464.1666,2916.0
2021-03-19 09:00:00,467.8,467.8,464.15,464.15,200657.0
2021-03-19 08:30:00,468.0,468.0,466.5,466.5,315.0
2021-03-19 08:15:00,466.25,466.25,466.25,466.25,397.0
2021-03-19 07:30:00,467.0,467.0,466.58,466.58,501.0
2021-03-19 05:45:00,467.65,469.0,467.3,467.3,1100.0
2021-03-19 05:30:00,467.3,467.4,467.3,467.4,487.0
2021-03-19 04:30:00,467.34,467.4,467.34,467.4,506.0
2021-03-18 20:00:00,462.0045,462.0045,462.0045,462.0045,300.0
2021-03-18 19:45:00,466.2523,466.2523,466.2523,466.2523,302.0
2021-03-18 19:15:00,462.2923,462.2923,462.2923,462.2923,183.0
2021-03-18 19:00:00,462.4908,462.4908,462.4908,462.4908,158.0
2021-03-18 17:30:00,461.6968,461.6968,461.6968,461.6968,250.0
2021-03-18 17:15:00,462.4412,462.4908,462.4412,462.4908,501.0
2021-03-18 16:45:00,461.4983,461.7465,461.4983,461.4983,357.0
2021-03-18 16:30:00,461.2999,461.4983,460.6547,460.6547,3222.0
2021-03-18 16:15:00,460.6547,461.4983,460.6547,461.4983,38556.0
2021-03-18 16:00:00,463.3642,463.5577,460.2578,460.4563,542596.0
2021-03-18 15:45:00,465.1506,465.5377,462.8402,463.2153,118491.0
2021-03-18 15:30:00,465.0911,465.4285,463.1558,465.2003,88873.0
2021-03-18 15:15:00,465.3194,465.6965,463.3741,465.23,98968.0
2021-03-18 15:00:00,465.4186,466.4607,464.9323,465.3988,69062.0
2021-03-18 14:45:00,469.0014,469.389,464.8727,465.3094,156812.0
2021-03-18 14:30:00,471.036,471.2245,468.5151,468.8724,66473.0
2021-03-18 14:15:00,472.5098,472.5098,470.639,471.0558,51166.0
2021-03-18 14:00:00,472.5594,473.5122,472.2269,472.4949,39227.0
2021-03-18 13:45:00,472.7331,473.1996,471.8796,472.4155,32223.0
2021-03-18 13:30:00,471.6811,473.14,471.4627,472.753,61808.0
2021-03-18 13:15:00,471.9689,473.4278,471.1849,471.6712,61799.0
2021-03-18 13:00:00,475.9189,476.0033,471.5521,472.0184,56230.0
2021-03-18 12:45:00,478.281,478.6184,475.8395,476.038,37184.0
2021-03-18 12:30:00,478.5887,478.8368,477.4672,478.5093,48198.0
2021-03-18 12:15:00,476.3556,479.1842,475.8395,478.539,93433.0
2021-03-18 12:00:00,476.574,476.8419,475.4379,476.3854,42944.0
2021-03-18 11:45:00,478.5589,478.5589,475.7304,476.4499,51956.0
2021-03-18 11:30:00,476.7725,478.5986,475.9983,478.4597,52159.0
2021-03-18 11:15:00,477.6756,478.6581,476.7625,476.7625,82616.0
2021-03-18 11:00:00,477.4473,477.755,476.2365,477.5118,49503.0
2021-03-18 10:45:00,477.884,479.7102,476.7129,477.4573,80071.0
2021-03-18 10:30:00,475.5716,478.2711,475.125,477.9485,83431.0
2021-03-18 10:15:00,477.3878,477.4076,473.699,475.7502,73825.0
2021-03-18 10:00:00,473.2492,477.7649,472.5247,477.6061,90644.0
2021-03-18 09:45:00,470.9864,475.4723,469.6267,473.408,121635.0
2021-03-18 09:30:00,470.3909,471.8498,470.3909,471.7208,2249.0
2021-03-18 09:15:00,472.6934,472.6934,472.6934,472.6934,204.0
2021-03-18 08:45:00,473.0198,473.0198,472.6934,472.6934,250.0
2021-03-18 08:15:00,482.3402,482.3402,471.268,473.1599,1005.0
2021-03-18 07:45:00,470.6787,470.6787,470.6787,470.6787,468.0
2021-03-17 20:00:00,481.9432,481.9432,481.9432,481.9432,100.0
2021-03-17 18:45:00,481.3477,481.3477,481.3477,481.3477,262.0
2021-03-17 18:30:00,480.8317,481.3477,480.8317,481.3477,556.0
2021-03-17 17:00:00,479.9484,479.9484,479.3727,479.3727,413.0
2021-03-17 16:45:00,479.9484,479.9484,479.9484,479.9484,1756.0
2021-03-17 16:30:00,479.9484,480.1072,479.9484,480.0575,1425.0
2021-03-17 16:15:00,479.9484,480.0476,479.3628,479.9484,81051.0
2021-03-17 16:00:00,479.4521,480.8813,479.0651,480.256,304443.0
2021-03-17 15:45:00,482.0226,482.896,479.462,479.462,118326.0
2021-03-17 15:30:00,482.8563,483.3327,480.9508,482.1119,97458.0
2021-03-17 15:15:00,481.844,483.6006,480.7374,482.5685,116431.0
2021-03-17 15:00:00,481.2286,482.102,480.0377,482.102,76375.0
2021-03-17 14:45:00,475.9586,482.0622,475.4922,481.4867,92111.0
2021-03-17 14:30:00,478.3157,478.5986,476.0678,476.0761,53433.0
2021-03-17 14:15:00,472.3262,479.4174,472.3063,478.2909,98603.0
2021-03-17 14:00:00,472.7524,472.7524,471.5818,472.3758,27748.0
2021-03-17 13:45:00,472.0582,472.6634,471.7704,472.3857,40276.0
2021-03-17 13:30:00,471.1551,472.217,470.3611,472.217,31179.0
2021-03-17 13:15:00,469.7954,471.7109,469.3488,471.3635,38124.0
2021-03-17 13:00:00,470.7283,472.1178,469.9641,470.0203,45629.0
2021-03-17 12:45:00,472.8423,472.8423,470.4603,470.7779,39352.0
2021-03-17 12:30:00,472.0284,473.9092,471.9491,472.8323,43683.0
2021-03-17 12:15:00,471.2047,472.5842,469.5175,471.7406,42991.0
2021-03-17 12:00:00,469.6961,472.3163,469.5671,471.3089,60553.0
2021-03-17 11:45:00,472.5445,472.5445,468.5503,469.4381,58160.0
2021-03-17 11:30:00,471.3933,473.5271,471.0161,472.5842,36551.0
2021-03-17 11:15:00,472.6041,472.6884,470.0634,471.1799,60061.0
2021-03-17 11:00:00,472.0086,473.0507,470.9169,472.5148,49467.0
2021-03-17 10:45:00,474.3211,475.1944,471.8399,471.8597,58240.0
2021-03-17 10:30:00,473.6462,475.8693,473.5072,474.202,49867.0
2021-03-17 10:15:00,472.8424,474.192,472.1575,473.8844,52688.0
2021-03-17 10:00:00,471.4131,474.3211,469.9939,472.872,78170.0
2021-03-17 09:45:00,466.7584,471.423,466.4706,471.4072,141632.0
2021-03-17 09:30:00,474.7927,474.7927,468.4456,468.4456,584.0
2021-03-17 09:00:00,474.5791,474.5791,469.3984,469.3984,70815.0
2021-03-17 08:45:00,464.7735,466.4607,464.7735,466.4607,893.0
2021-03-17 08:30:00,466.4607,466.4607,466.4607,466.4607,195.0
2021-03-17 08:15:00,475.8487,475.8487,466.4607,466.4607,1114.0
2021-03-17 07:45:00,470.4306,470.4306,470.4306,470.4306,243.0
2021-03-16 17:45:00,473.9747,473.9747,473.9747,473.9747,127.0
2021-03-16 17:15:00,474.4005,474.4005,474.4005,474.4005,500.0
2021-03-16 17:00:00,474.8967,474.8967,474.8967,474.8967,211.0
2021-03-16 16:30:00,474.5791,474.5791,474.5791,474.5791,1033.0
2021-03-16 16:15:00,474.5791,474.5791,474.5791,474.5791,135777.0
2021-03-16 16:00:00,474.7577,475.5964,474.2714,474.8768,288023.0
2021-03-16 15:45:00,475.517,477.2389,474.7478,474.857,114899.0
2021-03-16 15:30:00,474.3806,475.8048,474.2714,475.2837,61050.0
2021-03-16 15:15:00,474.8868,475.0257,473.0011,474.5394,77711.0
2021-03-16 15:00:00,473.0805,476.6037,473.0805,474.857,162381.0
2021-03-16 14:45:00,472.9911,474.1027,472.3857,472.9911,94058.0
2021-03-16 14:30:00,476.3387,477.0404,472.9117,473.1202,89832.0
2021-03-16 14:15:00,476.7079,477.4931,474.8768,476.306,63934.0
2021-03-16 14:00:00,476.3556,477.5033,475.751,476.6137,47880.0
2021-03-16 13:45:00,478.8368,478.8368,475.9686,476.3953,92805.0
2021-03-16 13:30:00,479.3678,479.859,477.8344,478.6184,91039.0
2021-03-16 13:15:00,479.161,480.3553,478.7971,479.333,73689.0
2021-03-16 13:00:00,479.1842,479.6705,477.8642,479.2338,68031.0
2021-03-16 12:45:00,474.7776,479.6109,474.6387,479.1544,96149.0
2021-03-16 12:30:00,477.2737,477.8245,474.5592,474.8669,80438.0
2021-03-16 12:15:00,477.9535,478.8566,477.1794,477.1794,62621.0
2021-03-16 12:00:00,478.4994,479.0615,477.8046,477.9733,45284.0
2021-03-16 11:45:00,477.8096,478.7276,477.2488,478.4001,57159.0
2021-03-16 11:30:00,478.5093,479.3033,477.5367,477.8642,103211.0
2021-03-16 11:15:00,475.0654,478.7673,474.8868,478.4597,90209.0
2021-03-16 11:00:00,475.5219,476.5839,474.6883,475.0356,103367.0
2021-03-16 10:45:00,473.3981,476.8419,473.3981,475.7706,108395.0
2021-03-16 10:30:00,473.9538,474.3707,472.8572,473.0209,82128.0
2021-03-16 10:15:00,470.0882,474.4005,469.6862,473.6859,118066.0
2021-03-16 10:00:00,467.9494,470.2966,467.6855,470.0782,105092.0
2021-03-16 09:45:00,467.7211,469.5473,463.8852,467.8181,224135.0
2021-03-16 09:30:00,472.4155,472.4155,468.4456,468.7533,2713.0
